www.tersiguels.com FUN 163
www.tersiguels.com FUN 134
www.tersiguels.com FUN 283
www.google.com SEARCH 147
www.informit.com EDUCATION 26 
www.informit.com EDUCATION 86 
www.bytes.com EDUCATION 135
finance.yahoo.com NEWS 1843  
mcsp.wartburg.edu EDUCATION 28 
mcsp.wartburg.edu EDUCATION 68 
mcsp.wartburg.edu EDUCATION 262 
mcsp.wartburg.edu EDUCATION 262 
mcsp.wartburg.edu EDUCATION 1742 
mcsp.wartburg.edu EDUCATION 1623 
web.csswarthmore.edu EDUCATION 26 
www.openbookproject.net EDUCATION 1537 
web.csswarthmore.edu EDUCATION 61 
web.csswarthmore.edu EDUCATION 21 
www.csumbc.edu EDUCATION 52 
www.google.com SEARCH 41
www.google.com SEARCH 234
education.yahoo.com SEARCH 46 
education.yahoo.com SEARCH 214
www.carolinanature.com SEARCH 42
www.carolinanature.com SEARCH 57
www.carolinanature.com SEARCH 49
www.google.com SEARCH 62
www.addictinggames.com FUN 1328
www.csumbc.edu EDUCATION 21 
www.csumbc.edu EDUCATION 25 
www.csumbc.edu EDUCATION 215 
www.cityofember.com FUN 2374
www.cityofember.com FUN 2145
www.addictinggames.com FUN 32
www.addictinggames.com FUN 2860
maps.google.com SEARCH 68
www.newser.com NEWS 1793
www.newser.com NEWS 1233
www.addictinggames.com FUN 1862
www.wbaltvnews.com NEWS 1369
www.google.com SEARCH 56
www.google.com SEARCH 48
www.google.com SEARCH 37
www.google.com SEARCH 29
www.google.com SEARCH 66
userpages.umbc.edu EDUCATION 29
userpages.umbc.edu EDUCATION 2538 
www.csumbc.edu EDUCATION 32
www.csumbc.edu EDUCATION 59
www.csumbc.edu EDUCATION 293
www.csumbc.edu EDUCATION 249
www.csumbc.edu EDUCATION 429
www.google.com SEARCH 27
www.google.com SEARCH 48
www.imdb.com NEWS 876
www.whatscookingamerica.net EDUCATION 66 
www.whfoods.com NEWS 278  
www.google.com SEARCH 41
www.emporis.com SEARCH 187 
www.google.com SEARCH 45
www.csumbc.edu EDUCATION 39
www.csumbc.edu EDUCATION 92 
www.csumbc.edu EDUCATION 397
www.csumbc.edu EDUCATION 921
www.csumbc.edu EDUCATION 21
www.google.com SEARCH 34
www.thefreedictionary.com SEARCH 49
www.google.com SEARCH 42
babelfish.yahoo.com SEARCH 44
www.google.com SEARCH 29
www.google.com SEARCH 32
www.google.com SEARCH 421
www.google.com SEARCH 47
www.google.com SEARCH 34
www.google.com SEARCH 347
www.google.com SEARCH 548
www.google.com SEARCH 27
www.google.com SEARCH 462
www.coronwrecks.com FUN 367
www.boorah.com SEARCH 213
www.takeouttonight.com SEARCH 236
www.mandtbank.com NEWS 35
onlinebanking.mandtbank.com NEWS 345
crockpot365.blogspot.com EDUCATION 66 
crockpot365.blogspot.com EDUCATION 89 
crockpot365.blogspot.com EDUCATION 562 
homerepair.about.com EDUCATION 64
homerepair.about.com EDUCATION 76 
homerepair.about.com EDUCATION 269 
homerepair.about.com EDUCATION 62 
homerepair.about.com EDUCATION 83 
homerepair.about.com EDUCATION 439
www.google.com SEARCH 37
www.google.com SEARCH 75 
www.addictinggames.com FUN 45
www.addictinggames.com FUN 7620
www.csumbc.edu EDUCATION 36 
www.csumbc.edu EDUCATION 67 
www.csumbc.edu EDUCATION 642 
www.csumbc.edu EDUCATION 28 
www.xe.com NEWS 79
www.xe.com NEWS 95
www.google.com SEARCH 39
tvplanner.comcast.net NEWS 54
tvplanner.comcast.net NEWS 348
tvplanner.comcast.net NEWS 46
www.google.com SEARCH 92
www.kerzap.com FUN 43
www.kerzap.com FUN 248
www.imdb.com FUN 32
www.imdb.com FUN 37
www.imdb.com FUN 43
www.imdb.com FUN 231
www.imdb.com FUN 310
www.imdb.com FUN 48
www.google.com SEARCH 52
www.nintendo.com FUN 24
www.csumbc.edu EDUCATION 32 
www.csumbc.edu EDUCATION 67 
www.csumbc.edu EDUCATION 361 
www.csumbc.edu EDUCATION 45 
www.addictinggames.com FUN 35
www.addictinggames.com FUN 10693
www.bestbuy.com SEARCH 57 
www.google.com SEARCH 47 
www.google.com SEARCH 172 
www.google.com SEARCH 57 
www.addictinggames.com FUN 163
www.csumbc.edu EDUCATION 49
www.csumbc.edu EDUCATION 57 
www.csumbc.edu EDUCATION 145 
www.csumbc.edu EDUCATION 40 
www.csumbc.edu EDUCATION 205 
www.csumbc.edu EDUCATION 45 
www.csumbc.edu EDUCATION 159 
www.csumbc.edu EDUCATION 51 
www.imdb.com FUN 44
www.imdb.com FUN 39
www.imdb.com FUN 276
www.google.com SEARCH 43  
www.wamu.com NEWS 52
www.csumbc.edu EDUCATION 35 
www.csumbc.edu EDUCATION 50 
www.csumbc.edu EDUCATION 251 
webauth.umbc.edu EDUCATION 57 
www.umbc.edu NEWS 251 
www.homedepot.com SEARCH 38 
www.homedepot.com SEARCH 312 
www.google.com SEARCH 53 
www.csumbc.edu EDUCATION 152 
www.google.com SEARCH 65
